ap,signal,sequence,x,y,z
B,30.0,163.0,2.0,10.0,2.0
B,31.0,164.0,2.0,10.0,2.0
B,30.0,165.0,2.0,10.0,2.0
D,29.0,155.0,2.0,10.0,2.0
D,30.0,156.0,2.0,10.0,2.0
D,29.0,157.0,2.0,10.0,2.0
D,29.0,158.0,2.0,10.0,2.0
D,29.0,159.0,2.0,10.0,2.0
D,30.0,160.0,2.0,10.0,2.0
D,30.0,161.0,2.0,10.0,2.0
D,29.0,162.0,2.0,10.0,2.0
D,29.0,163.0,2.0,10.0,2.0
D,29.0,164.0,2.0,10.0,2.0
C,4.0,7.0,2.0,10.0,2.0
A,23.0,311.0,2.0,10.0,2.0
A,22.0,312.0,2.0,10.0,2.0
A,22.0,313.0,2.0,10.0,2.0
A,24.0,314.0,2.0,10.0,2.0
A,23.0,315.0,2.0,10.0,2.0
A,22.0,316.0,2.0,10.0,2.0
A,23.0,317.0,2.0,10.0,2.0
A,24.0,318.0,2.0,10.0,2.0
A,23.0,319.0,2.0,10.0,2.0
A,23.0,320.0,2.0,10.0,2.0
A,23.0,321.0,2.0,10.0,2.0
A,23.0,322.0,2.0,10.0,2.0
A,22.0,323.0,2.0,10.0,2.0
A,23.0,324.0,2.0,10.0,2.0
A,24.0,325.0,2.0,10.0,2.0
A,23.0,326.0,2.0,10.0,2.0
A,23.0,327.0,2.0,10.0,2.0
A,22.0,328.0,2.0,10.0,2.0
A,22.0,329.0,2.0,10.0,2.0
B,33.0,166.0,2.0,10.0,2.0
B,33.0,167.0,2.0,10.0,2.0
B,33.0,168.0,2.0,10.0,2.0
B,33.0,169.0,2.0,10.0,2.0
B,33.0,170.0,2.0,10.0,2.0
B,33.0,171.0,2.0,10.0,2.0
B,33.0,172.0,2.0,10.0,2.0
B,33.0,173.0,2.0,10.0,2.0
B,34.0,174.0,2.0,10.0,2.0
B,35.0,175.0,2.0,10.0,2.0
B,32.0,176.0,2.0,10.0,2.0
B,34.0,177.0,2.0,10.0,2.0
D,30.0,165.0,2.0,10.0,2.0
D,23.0,166.0,2.0,10.0,2.0
D,29.0,167.0,2.0,10.0,2.0
D,23.0,168.0,2.0,10.0,2.0
D,29.0,169.0,2.0,10.0,2.0
D,23.0,170.0,2.0,10.0,2.0
D,30.0,171.0,2.0,10.0,2.0
D,23.0,172.0,2.0,10.0,2.0
D,30.0,173.0,2.0,10.0,2.0
D,23.0,174.0,2.0,10.0,2.0
A,23.0,330.0,2.0,10.0,2.0
A,23.0,331.0,2.0,10.0,2.0
A,24.0,332.0,2.0,10.0,2.0
A,24.0,333.0,2.0,10.0,2.0
A,23.0,334.0,2.0,10.0,2.0
A,24.0,335.0,2.0,10.0,2.0
A,23.0,336.0,2.0,10.0,2.0
A,23.0,337.0,2.0,10.0,2.0
A,23.0,338.0,2.0,10.0,2.0
A,24.0,339.0,2.0,10.0,2.0
A,23.0,340.0,2.0,10.0,2.0
A,23.0,341.0,2.0,10.0,2.0
A,23.0,342.0,2.0,10.0,2.0
A,24.0,343.0,2.0,10.0,2.0
A,24.0,344.0,2.0,10.0,2.0
A,23.0,345.0,2.0,10.0,2.0
A,23.0,346.0,2.0,10.0,2.0
A,21.0,347.0,2.0,10.0,2.0
A,22.0,348.0,2.0,10.0,2.0
A,21.0,349.0,2.0,10.0,2.0
B,33.0,178.0,2.0,10.0,2.0
B,33.0,179.0,2.0,10.0,2.0
B,33.0,180.0,2.0,10.0,2.0
B,33.0,181.0,2.0,10.0,2.0
B,32.0,182.0,2.0,10.0,2.0
B,32.0,183.0,2.0,10.0,2.0
B,33.0,184.0,2.0,10.0,2.0
B,33.0,185.0,2.0,10.0,2.0
B,32.0,186.0,2.0,10.0,2.0
D,23.0,175.0,2.0,10.0,2.0
D,30.0,176.0,2.0,10.0,2.0
D,22.0,177.0,2.0,10.0,2.0
D,29.0,178.0,2.0,10.0,2.0
D,21.0,179.0,2.0,10.0,2.0
D,30.0,180.0,2.0,10.0,2.0
D,21.0,181.0,2.0,10.0,2.0
D,29.0,182.0,2.0,10.0,2.0
D,23.0,183.0,2.0,10.0,2.0
D,30.0,184.0,2.0,10.0,2.0
A,21.0,350.0,2.0,10.0,2.0
A,21.0,351.0,2.0,10.0,2.0
A,22.0,352.0,2.0,10.0,2.0
A,21.0,353.0,2.0,10.0,2.0
A,21.0,354.0,2.0,10.0,2.0
A,20.0,355.0,2.0,10.0,2.0
A,20.0,356.0,2.0,10.0,2.0
A,20.0,357.0,2.0,10.0,2.0
A,19.0,358.0,2.0,10.0,2.0
A,20.0,359.0,2.0,10.0,2.0
A,19.0,360.0,2.0,10.0,2.0
A,20.0,361.0,2.0,10.0,2.0
A,19.0,362.0,2.0,10.0,2.0
A,20.0,363.0,2.0,10.0,2.0
A,19.0,364.0,2.0,10.0,2.0
A,19.0,365.0,2.0,10.0,2.0
A,20.0,366.0,2.0,10.0,2.0
A,19.0,367.0,2.0,10.0,2.0
A,20.0,368.0,2.0,10.0,2.0
A,20.0,369.0,2.0,10.0,2.0
B,33.0,187.0,2.0,10.0,2.0
B,33.0,188.0,2.0,10.0,2.0
B,32.0,189.0,2.0,10.0,2.0
B,32.0,190.0,2.0,10.0,2.0
B,33.0,191.0,2.0,10.0,2.0
B,32.0,192.0,2.0,10.0,2.0
B,32.0,193.0,2.0,10.0,2.0
B,31.0,194.0,2.0,10.0,2.0
B,31.0,195.0,2.0,10.0,2.0
B,31.0,196.0,2.0,10.0,2.0
D,30.0,185.0,2.0,10.0,2.0
D,20.0,186.0,2.0,10.0,2.0
D,29.0,187.0,2.0,10.0,2.0
D,23.0,188.0,2.0,10.0,2.0
D,30.0,189.0,2.0,10.0,2.0
D,23.0,190.0,2.0,10.0,2.0
D,30.0,191.0,2.0,10.0,2.0
D,23.0,192.0,2.0,10.0,2.0
D,30.0,193.0,2.0,10.0,2.0
D,23.0,194.0,2.0,10.0,2.0
A,23.0,370.0,2.0,10.0,2.0
A,24.0,371.0,2.0,10.0,2.0
A,23.0,372.0,2.0,10.0,2.0
A,24.0,373.0,2.0,10.0,2.0
A,23.0,374.0,2.0,10.0,2.0
A,23.0,375.0,2.0,10.0,2.0
A,23.0,376.0,2.0,10.0,2.0
A,22.0,377.0,2.0,10.0,2.0
A,22.0,378.0,2.0,10.0,2.0
A,22.0,379.0,2.0,10.0,2.0
A,22.0,380.0,2.0,10.0,2.0
A,22.0,381.0,2.0,10.0,2.0
A,21.0,382.0,2.0,10.0,2.0
A,22.0,383.0,2.0,10.0,2.0
A,21.0,384.0,2.0,10.0,2.0
A,22.0,385.0,2.0,10.0,2.0
A,22.0,386.0,2.0,10.0,2.0
A,21.0,387.0,2.0,10.0,2.0
A,21.0,388.0,2.0,10.0,2.0
A,21.0,389.0,2.0,10.0,2.0
B,32.0,197.0,2.0,10.0,2.0
B,31.0,198.0,2.0,10.0,2.0
B,32.0,199.0,2.0,10.0,2.0
B,32.0,200.0,2.0,10.0,2.0
B,32.0,201.0,2.0,10.0,2.0
B,33.0,202.0,2.0,10.0,2.0
B,34.0,203.0,2.0,10.0,2.0
B,33.0,204.0,2.0,10.0,2.0
B,33.0,205.0,2.0,10.0,2.0
B,35.0,0.0,0.0,8.0,2.0
B,37.0,1.0,0.0,8.0,2.0
B,36.0,2.0,0.0,8.0,2.0
B,35.0,3.0,0.0,8.0,2.0
B,35.0,4.0,0.0,8.0,2.0
B,38.0,5.0,0.0,8.0,2.0
B,38.0,6.0,0.0,8.0,2.0
D,23.0,0.0,0.0,8.0,2.0
D,24.0,1.0,0.0,8.0,2.0
D,24.0,2.0,0.0,8.0,2.0
D,26.0,3.0,0.0,8.0,2.0
D,23.0,4.0,0.0,8.0,2.0
D,24.0,5.0,0.0,8.0,2.0
D,23.0,6.0,0.0,8.0,2.0
D,25.0,7.0,0.0,8.0,2.0
D,19.0,8.0,0.0,8.0,2.0
D,24.0,9.0,0.0,8.0,2.0
C,7.0,0.0,0.0,8.0,2.0
A,26.0,0.0,0.0,8.0,2.0
A,26.0,1.0,0.0,8.0,2.0
A,26.0,2.0,0.0,8.0,2.0
A,27.0,3.0,0.0,8.0,2.0
A,27.0,4.0,0.0,8.0,2.0
A,27.0,5.0,0.0,8.0,2.0
A,28.0,6.0,0.0,8.0,2.0
A,28.0,7.0,0.0,8.0,2.0
A,27.0,8.0,0.0,8.0,2.0
A,27.0,9.0,0.0,8.0,2.0
A,28.0,10.0,0.0,8.0,2.0
A,27.0,11.0,0.0,8.0,2.0
A,26.0,12.0,0.0,8.0,2.0
A,28.0,13.0,0.0,8.0,2.0
A,27.0,14.0,0.0,8.0,2.0
A,27.0,15.0,0.0,8.0,2.0
A,27.0,16.0,0.0,8.0,2.0
A,25.0,17.0,0.0,8.0,2.0
A,25.0,18.0,0.0,8.0,2.0
A,27.0,19.0,0.0,8.0,2.0
B,36.0,7.0,0.0,8.0,2.0
B,35.0,8.0,0.0,8.0,2.0
B,35.0,9.0,0.0,8.0,2.0
B,36.0,10.0,0.0,8.0,2.0
B,37.0,11.0,0.0,8.0,2.0
B,36.0,12.0,0.0,8.0,2.0
B,37.0,13.0,0.0,8.0,2.0
B,37.0,14.0,0.0,8.0,2.0
B,36.0,15.0,0.0,8.0,2.0
D,25.0,10.0,0.0,8.0,2.0
D,24.0,11.0,0.0,8.0,2.0
D,26.0,12.0,0.0,8.0,2.0
D,23.0,13.0,0.0,8.0,2.0
D,26.0,14.0,0.0,8.0,2.0
D,20.0,15.0,0.0,8.0,2.0
D,25.0,16.0,0.0,8.0,2.0
D,24.0,17.0,0.0,8.0,2.0
D,26.0,18.0,0.0,8.0,2.0
D,23.0,19.0,0.0,8.0,2.0
A,25.0,20.0,0.0,8.0,2.0
A,24.0,21.0,0.0,8.0,2.0
A,24.0,22.0,0.0,8.0,2.0
A,25.0,23.0,0.0,8.0,2.0
A,25.0,24.0,0.0,8.0,2.0
A,26.0,25.0,0.0,8.0,2.0
A,25.0,26.0,0.0,8.0,2.0
A,24.0,27.0,0.0,8.0,2.0
A,25.0,28.0,0.0,8.0,2.0
A,24.0,29.0,0.0,8.0,2.0
A,25.0,30.0,0.0,8.0,2.0
A,26.0,31.0,0.0,8.0,2.0
A,26.0,32.0,0.0,8.0,2.0
A,25.0,33.0,0.0,8.0,2.0
A,25.0,34.0,0.0,8.0,2.0
A,25.0,35.0,0.0,8.0,2.0
A,24.0,36.0,0.0,8.0,2.0
A,24.0,37.0,0.0,8.0,2.0
A,24.0,38.0,0.0,8.0,2.0
A,24.0,39.0,0.0,8.0,2.0
B,37.0,16.0,0.0,8.0,2.0
B,37.0,17.0,0.0,8.0,2.0
B,36.0,18.0,0.0,8.0,2.0
B,36.0,19.0,0.0,8.0,2.0
B,37.0,20.0,0.0,8.0,2.0
B,37.0,21.0,0.0,8.0,2.0
B,37.0,22.0,0.0,8.0,2.0
B,37.0,23.0,0.0,8.0,2.0
B,37.0,24.0,0.0,8.0,2.0
D,22.0,20.0,0.0,8.0,2.0
D,23.0,21.0,0.0,8.0,2.0
D,21.0,22.0,0.0,8.0,2.0
D,25.0,23.0,0.0,8.0,2.0
D,23.0,24.0,0.0,8.0,2.0
D,23.0,25.0,0.0,8.0,2.0
D,23.0,26.0,0.0,8.0,2.0
D,25.0,27.0,0.0,8.0,2.0
D,23.0,28.0,0.0,8.0,2.0
D,25.0,29.0,0.0,8.0,2.0
C,8.0,1.0,0.0,8.0,2.0
A,28.0,40.0,0.0,8.0,2.0
A,28.0,41.0,0.0,8.0,2.0
A,28.0,42.0,0.0,8.0,2.0
A,27.0,43.0,0.0,8.0,2.0
A,27.0,44.0,0.0,8.0,2.0
A,26.0,45.0,0.0,8.0,2.0
A,26.0,46.0,0.0,8.0,2.0
A,26.0,47.0,0.0,8.0,2.0
A,26.0,48.0,0.0,8.0,2.0
A,27.0,49.0,0.0,8.0,2.0
A,27.0,50.0,0.0,8.0,2.0
A,27.0,51.0,0.0,8.0,2.0
A,29.0,52.0,0.0,8.0,2.0
A,29.0,53.0,0.0,8.0,2.0
A,29.0,54.0,0.0,8.0,2.0
A,30.0,55.0,0.0,8.0,2.0
A,30.0,56.0,0.0,8.0,2.0
A,30.0,57.0,0.0,8.0,2.0
A,30.0,58.0,0.0,8.0,2.0
A,31.0,59.0,0.0,8.0,2.0
B,36.0,25.0,0.0,8.0,2.0
B,36.0,26.0,0.0,8.0,2.0
B,36.0,27.0,0.0,8.0,2.0
B,35.0,28.0,0.0,8.0,2.0
B,36.0,29.0,0.0,8.0,2.0
B,35.0,30.0,0.0,8.0,2.0
B,35.0,31.0,0.0,8.0,2.0
B,35.0,32.0,0.0,8.0,2.0
B,36.0,33.0,0.0,8.0,2.0
B,37.0,34.0,0.0,8.0,2.0
D,25.0,30.0,0.0,8.0,2.0
D,21.0,31.0,0.0,8.0,2.0
D,25.0,32.0,0.0,8.0,2.0
D,24.0,33.0,0.0,8.0,2.0
D,25.0,34.0,0.0,8.0,2.0
D,24.0,35.0,0.0,8.0,2.0
D,25.0,36.0,0.0,8.0,2.0
D,23.0,37.0,0.0,8.0,2.0
D,26.0,38.0,0.0,8.0,2.0
D,21.0,39.0,0.0,8.0,2.0
C,8.0,2.0,0.0,8.0,2.0
C,7.0,3.0,0.0,8.0,2.0
C,7.0,4.0,0.0,8.0,2.0
C,8.0,5.0,0.0,8.0,2.0
C,9.0,6.0,0.0,8.0,2.0
C,7.0,7.0,0.0,8.0,2.0
C,8.0,8.0,0.0,8.0,2.0
C,7.0,9.0,0.0,8.0,2.0
C,9.0,10.0,0.0,8.0,2.0
A,27.0,60.0,0.0,8.0,2.0
A,28.0,61.0,0.0,8.0,2.0
A,27.0,62.0,0.0,8.0,2.0
A,28.0,63.0,0.0,8.0,2.0
A,28.0,64.0,0.0,8.0,2.0
A,27.0,65.0,0.0,8.0,2.0
A,28.0,66.0,0.0,8.0,2.0
A,29.0,67.0,0.0,8.0,2.0
A,28.0,68.0,0.0,8.0,2.0
A,28.0,69.0,0.0,8.0,2.0
A,28.0,70.0,0.0,8.0,2.0
A,27.0,71.0,0.0,8.0,2.0
A,27.0,72.0,0.0,8.0,2.0
A,27.0,73.0,0.0,8.0,2.0
A,25.0,74.0,0.0,8.0,2.0
A,25.0,75.0,0.0,8.0,2.0
A,27.0,76.0,0.0,8.0,2.0
A,26.0,77.0,0.0,8.0,2.0
A,23.0,78.0,0.0,8.0,2.0
B,37.0,35.0,0.0,8.0,2.0
B,37.0,36.0,0.0,8.0,2.0
B,38.0,37.0,0.0,8.0,2.0
B,37.0,38.0,0.0,8.0,2.0
B,37.0,39.0,0.0,8.0,2.0
B,38.0,40.0,0.0,8.0,2.0
B,37.0,41.0,0.0,8.0,2.0
B,38.0,42.0,0.0,8.0,2.0
B,37.0,43.0,0.0,8.0,2.0
B,38.0,44.0,0.0,8.0,2.0
D,24.0,40.0,0.0,8.0,2.0
D,24.0,41.0,0.0,8.0,2.0
D,24.0,42.0,0.0,8.0,2.0
D,22.0,43.0,0.0,8.0,2.0
D,23.0,44.0,0.0,8.0,2.0
D,23.0,45.0,0.0,8.0,2.0
D,22.0,46.0,0.0,8.0,2.0
A,24.0,79.0,0.0,8.0,2.0
A,24.0,80.0,0.0,8.0,2.0
A,23.0,81.0,0.0,8.0,2.0
A,22.0,82.0,0.0,8.0,2.0
A,23.0,83.0,0.0,8.0,2.0
A,23.0,84.0,0.0,8.0,2.0
A,23.0,85.0,0.0,8.0,2.0
A,23.0,86.0,0.0,8.0,2.0
A,22.0,87.0,0.0,8.0,2.0
A,23.0,88.0,0.0,8.0,2.0
A,23.0,89.0,0.0,8.0,2.0
A,23.0,90.0,0.0,8.0,2.0
A,22.0,91.0,0.0,8.0,2.0
A,23.0,92.0,0.0,8.0,2.0
A,22.0,93.0,0.0,8.0,2.0
A,21.0,94.0,0.0,8.0,2.0
A,23.0,95.0,0.0,8.0,2.0
A,24.0,96.0,0.0,8.0,2.0
A,24.0,97.0,0.0,8.0,2.0
B,38.0,45.0,0.0,8.0,2.0
B,38.0,46.0,0.0,8.0,2.0
B,36.0,47.0,0.0,8.0,2.0
B,37.0,48.0,0.0,8.0,2.0
B,36.0,49.0,0.0,8.0,2.0
B,37.0,50.0,0.0,8.0,2.0
B,38.0,51.0,0.0,8.0,2.0
B,36.0,52.0,0.0,8.0,2.0
B,36.0,53.0,0.0,8.0,2.0
B,37.0,54.0,0.0,8.0,2.0
D,24.0,47.0,0.0,8.0,2.0
D,25.0,48.0,0.0,8.0,2.0
D,24.0,49.0,0.0,8.0,2.0
D,24.0,50.0,0.0,8.0,2.0
D,24.0,51.0,0.0,8.0,2.0
D,23.0,52.0,0.0,8.0,2.0
D,23.0,53.0,0.0,8.0,2.0
D,24.0,54.0,0.0,8.0,2.0
D,24.0,55.0,0.0,8.0,2.0
C,7.0,11.0,0.0,8.0,2.0
C,6.0,12.0,0.0,8.0,2.0
C,8.0,13.0,0.0,8.0,2.0
C,9.0,14.0,0.0,8.0,2.0
C,9.0,15.0,0.0,8.0,2.0
C,4.0,16.0,0.0,8.0,2.0
C,7.0,17.0,0.0,8.0,2.0
C,8.0,18.0,0.0,8.0,2.0
C,9.0,19.0,0.0,8.0,2.0
A,29.0,98.0,0.0,8.0,2.0
A,30.0,99.0,0.0,8.0,2.0
A,29.0,100.0,0.0,8.0,2.0
A,29.0,101.0,0.0,8.0,2.0
A,28.0,102.0,0.0,8.0,2.0
A,30.0,103.0,0.0,8.0,2.0
A,29.0,104.0,0.0,8.0,2.0
A,29.0,105.0,0.0,8.0,2.0
A,30.0,106.0,0.0,8.0,2.0
A,29.0,107.0,0.0,8.0,2.0
A,28.0,108.0,0.0,8.0,2.0
A,29.0,109.0,0.0,8.0,2.0
A,28.0,110.0,0.0,8.0,2.0
A,30.0,111.0,0.0,8.0,2.0
A,29.0,112.0,0.0,8.0,2.0
A,29.0,113.0,0.0,8.0,2.0
A,30.0,114.0,0.0,8.0,2.0
A,30.0,115.0,0.0,8.0,2.0
A,32.0,116.0,0.0,8.0,2.0
B,37.0,55.0,0.0,8.0,2.0
B,36.0,56.0,0.0,8.0,2.0
B,36.0,57.0,0.0,8.0,2.0
B,37.0,58.0,0.0,8.0,2.0
B,37.0,59.0,0.0,8.0,2.0
B,37.0,60.0,0.0,8.0,2.0
B,37.0,61.0,0.0,8.0,2.0
B,37.0,62.0,0.0,8.0,2.0
B,36.0,63.0,0.0,8.0,2.0
B,37.0,64.0,0.0,8.0,2.0
D,25.0,56.0,0.0,8.0,2.0
D,23.0,57.0,0.0,8.0,2.0
D,26.0,58.0,0.0,8.0,2.0
D,23.0,59.0,0.0,8.0,2.0
D,25.0,60.0,0.0,8.0,2.0
D,24.0,61.0,0.0,8.0,2.0
D,24.0,62.0,0.0,8.0,2.0
D,24.0,63.0,0.0,8.0,2.0
D,25.0,64.0,0.0,8.0,2.0
C,7.0,20.0,0.0,8.0,2.0
C,8.0,21.0,0.0,8.0,2.0
C,8.0,22.0,0.0,8.0,2.0
C,8.0,23.0,0.0,8.0,2.0
C,8.0,24.0,0.0,8.0,2.0
C,7.0,25.0,0.0,8.0,2.0
C,8.0,26.0,0.0,8.0,2.0
C,9.0,27.0,0.0,8.0,2.0
C,8.0,28.0,0.0,8.0,2.0
A,27.0,117.0,0.0,8.0,2.0
A,29.0,118.0,0.0,8.0,2.0
A,29.0,119.0,0.0,8.0,2.0
A,29.0,120.0,0.0,8.0,2.0
A,29.0,121.0,0.0,8.0,2.0
A,28.0,122.0,0.0,8.0,2.0
A,29.0,123.0,0.0,8.0,2.0
A,28.0,124.0,0.0,8.0,2.0
A,28.0,125.0,0.0,8.0,2.0
A,30.0,126.0,0.0,8.0,2.0
A,30.0,127.0,0.0,8.0,2.0
A,29.0,128.0,0.0,8.0,2.0
A,30.0,129.0,0.0,8.0,2.0
A,31.0,130.0,0.0,8.0,2.0
A,31.0,131.0,0.0,8.0,2.0
A,31.0,132.0,0.0,8.0,2.0
A,32.0,133.0,0.0,8.0,2.0
A,30.0,134.0,0.0,8.0,2.0
A,30.0,135.0,0.0,8.0,2.0
B,37.0,65.0,0.0,8.0,2.0
B,37.0,66.0,0.0,8.0,2.0
B,36.0,67.0,0.0,8.0,2.0
B,35.0,68.0,0.0,8.0,2.0
B,37.0,69.0,0.0,8.0,2.0
B,35.0,70.0,0.0,8.0,2.0
B,37.0,71.0,0.0,8.0,2.0
B,37.0,72.0,0.0,8.0,2.0
B,36.0,73.0,0.0,8.0,2.0
B,35.0,74.0,0.0,8.0,2.0
B,37.0,75.0,0.0,8.0,2.0
D,23.0,65.0,0.0,8.0,2.0
D,24.0,66.0,0.0,8.0,2.0
D,23.0,67.0,0.0,8.0,2.0
D,24.0,68.0,0.0,8.0,2.0
D,25.0,69.0,0.0,8.0,2.0
D,25.0,70.0,0.0,8.0,2.0
D,24.0,71.0,0.0,8.0,2.0
D,23.0,72.0,0.0,8.0,2.0
C,8.0,29.0,0.0,8.0,2.0
C,9.0,30.0,0.0,8.0,2.0
C,9.0,31.0,0.0,8.0,2.0
C,9.0,32.0,0.0,8.0,2.0
C,8.0,33.0,0.0,8.0,2.0
C,9.0,34.0,0.0,8.0,2.0
C,9.0,35.0,0.0,8.0,2.0
C,9.0,36.0,0.0,8.0,2.0
C,9.0,37.0,0.0,8.0,2.0
C,9.0,38.0,0.0,8.0,2.0
A,34.0,136.0,0.0,8.0,2.0
A,35.0,137.0,0.0,8.0,2.0
A,34.0,138.0,0.0,8.0,2.0
A,34.0,139.0,0.0,8.0,2.0
A,33.0,140.0,0.0,8.0,2.0
A,34.0,141.0,0.0,8.0,2.0
A,34.0,142.0,0.0,8.0,2.0
A,33.0,143.0,0.0,8.0,2.0
A,33.0,144.0,0.0,8.0,2.0
A,33.0,145.0,0.0,8.0,2.0
A,32.0,146.0,0.0,8.0,2.0
A,33.0,147.0,0.0,8.0,2.0
A,33.0,148.0,0.0,8.0,2.0
A,32.0,149.0,0.0,8.0,2.0
A,32.0,150.0,0.0,8.0,2.0
A,31.0,151.0,0.0,8.0,2.0
A,31.0,152.0,0.0,8.0,2.0
A,30.0,153.0,0.0,8.0,2.0
A,30.0,154.0,0.0,8.0,2.0
A,30.0,155.0,0.0,8.0,2.0
B,37.0,76.0,0.0,8.0,2.0
B,36.0,77.0,0.0,8.0,2.0
B,36.0,78.0,0.0,8.0,2.0
B,36.0,79.0,0.0,8.0,2.0
B,35.0,80.0,0.0,8.0,2.0
B,35.0,81.0,0.0,8.0,2.0
B,36.0,82.0,0.0,8.0,2.0
B,36.0,83.0,0.0,8.0,2.0
B,36.0,84.0,0.0,8.0,2.0
B,35.0,85.0,0.0,8.0,2.0
D,24.0,73.0,0.0,8.0,2.0
D,24.0,74.0,0.0,8.0,2.0
D,25.0,75.0,0.0,8.0,2.0
D,25.0,76.0,0.0,8.0,2.0
D,25.0,77.0,0.0,8.0,2.0
D,24.0,78.0,0.0,8.0,2.0
C,7.0,39.0,0.0,8.0,2.0
C,7.0,40.0,0.0,8.0,2.0
C,9.0,41.0,0.0,8.0,2.0
C,9.0,42.0,0.0,8.0,2.0
C,9.0,43.0,0.0,8.0,2.0
C,9.0,44.0,0.0,8.0,2.0
C,9.0,45.0,0.0,8.0,2.0
C,10.0,46.0,0.0,8.0,2.0
C,9.0,47.0,0.0,8.0,2.0
A,30.0,156.0,0.0,8.0,2.0
A,28.0,157.0,0.0,8.0,2.0
A,28.0,158.0,0.0,8.0,2.0
A,28.0,159.0,0.0,8.0,2.0
A,27.0,160.0,0.0,8.0,2.0
A,24.0,161.0,0.0,8.0,2.0
A,23.0,162.0,0.0,8.0,2.0
A,22.0,163.0,0.0,8.0,2.0
A,24.0,164.0,0.0,8.0,2.0
A,24.0,165.0,0.0,8.0,2.0
A,23.0,166.0,0.0,8.0,2.0
A,23.0,167.0,0.0,8.0,2.0
A,23.0,168.0,0.0,8.0,2.0
A,24.0,169.0,0.0,8.0,2.0
A,25.0,170.0,0.0,8.0,2.0
A,25.0,171.0,0.0,8.0,2.0
A,26.0,172.0,0.0,8.0,2.0
A,26.0,173.0,0.0,8.0,2.0
A,26.0,174.0,0.0,8.0,2.0
A,26.0,175.0,0.0,8.0,2.0
B,35.0,86.0,0.0,8.0,2.0
B,35.0,87.0,0.0,8.0,2.0
B,36.0,88.0,0.0,8.0,2.0
B,35.0,89.0,0.0,8.0,2.0
B,35.0,90.0,0.0,8.0,2.0
B,35.0,91.0,0.0,8.0,2.0
B,36.0,92.0,0.0,8.0,2.0
B,36.0,93.0,0.0,8.0,2.0
B,34.0,94.0,0.0,8.0,2.0
B,34.0,95.0,0.0,8.0,2.0
D,23.0,79.0,0.0,8.0,2.0
B,32.0,0.0,3.0,8.0,2.0
B,32.0,1.0,3.0,8.0,2.0
B,31.0,2.0,3.0,8.0,2.0
B,35.0,3.0,3.0,8.0,2.0
B,34.0,4.0,3.0,8.0,2.0
B,36.0,5.0,3.0,8.0,2.0
B,38.0,6.0,3.0,8.0,2.0
D,17.0,0.0,3.0,8.0,2.0
C,4.0,0.0,3.0,8.0,2.0
C,2.0,1.0,3.0,8.0,2.0
C,3.0,2.0,3.0,8.0,2.0
C,1.0,3.0,3.0,8.0,2.0
C,5.0,4.0,3.0,8.0,2.0
C,4.0,5.0,3.0,8.0,2.0
C,6.0,6.0,3.0,8.0,2.0
C,6.0,7.0,3.0,8.0,2.0
C,6.0,8.0,3.0,8.0,2.0
C,3.0,9.0,3.0,8.0,2.0
A,15.0,0.0,3.0,8.0,2.0
A,15.0,1.0,3.0,8.0,2.0
A,16.0,2.0,3.0,8.0,2.0
A,16.0,3.0,3.0,8.0,2.0
A,16.0,4.0,3.0,8.0,2.0
A,15.0,5.0,3.0,8.0,2.0
A,16.0,6.0,3.0,8.0,2.0
A,15.0,7.0,3.0,8.0,2.0
A,16.0,8.0,3.0,8.0,2.0
A,16.0,9.0,3.0,8.0,2.0
A,15.0,10.0,3.0,8.0,2.0
A,15.0,11.0,3.0,8.0,2.0
A,16.0,12.0,3.0,8.0,2.0
A,16.0,13.0,3.0,8.0,2.0
A,15.0,14.0,3.0,8.0,2.0
A,15.0,15.0,3.0,8.0,2.0
A,14.0,16.0,3.0,8.0,2.0
A,15.0,17.0,3.0,8.0,2.0
A,15.0,18.0,3.0,8.0,2.0
A,15.0,19.0,3.0,8.0,2.0
B,23.0,7.0,3.0,8.0,2.0
B,23.0,8.0,3.0,8.0,2.0
B,26.0,9.0,3.0,8.0,2.0
B,29.0,10.0,3.0,8.0,2.0
B,30.0,11.0,3.0,8.0,2.0
B,32.0,12.0,3.0,8.0,2.0
B,32.0,13.0,3.0,8.0,2.0
B,31.0,14.0,3.0,8.0,2.0
B,32.0,15.0,3.0,8.0,2.0
D,18.0,1.0,3.0,8.0,2.0
C,2.0,10.0,3.0,8.0,2.0
C,5.0,11.0,3.0,8.0,2.0
C,4.0,12.0,3.0,8.0,2.0
C,4.0,13.0,3.0,8.0,2.0
C,6.0,14.0,3.0,8.0,2.0
C,2.0,15.0,3.0,8.0,2.0
C,4.0,16.0,3.0,8.0,2.0
C,8.0,17.0,3.0,8.0,2.0
C,1.0,18.0,3.0,8.0,2.0
A,18.0,20.0,3.0,8.0,2.0
A,17.0,21.0,3.0,8.0,2.0
A,17.0,22.0,3.0,8.0,2.0
A,17.0,23.0,3.0,8.0,2.0
A,15.0,24.0,3.0,8.0,2.0
A,17.0,25.0,3.0,8.0,2.0
A,16.0,26.0,3.0,8.0,2.0
A,18.0,27.0,3.0,8.0,2.0
A,17.0,28.0,3.0,8.0,2.0
A,16.0,29.0,3.0,8.0,2.0
A,16.0,30.0,3.0,8.0,2.0
A,17.0,31.0,3.0,8.0,2.0
A,17.0,32.0,3.0,8.0,2.0
A,18.0,33.0,3.0,8.0,2.0
A,18.0,34.0,3.0,8.0,2.0
